source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
506,Subnano Al2O3 Coatings for Kinetics and Stability Optimization of LiNi0.83Co0.12Mn0.05O2 via O3-Based Atomic Layer Deposition,ACS Applied Materials and Interfaces,2025-01-15,10.1021/acsami.4c15078,closed in Unpaywall,404 not found,False,closed,,,,
508,Role of Molecular Orientation: Comparison of Nitrogenous Aromatic Small Molecule Inhibitors for Area-Selective Atomic Layer Deposition,Chemistry of Materials,2025-01-14,10.1021/acs.chemmater.4c02231,closed in Unpaywall,404 not found,False,closed,,,,
512,"In Situ Studies of Atomic Layer Deposition of Hafnium Oxide on (Ag,Cu)(In,Ga)Se2 for Thin Film Solar Cells",ACS Applied Energy Materials,2025-01-13,10.1021/acsaem.4c02599,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acsaem.4c02599,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaem.4c02599')
513,A multilevel resistive switching memristor based on flexible organic-inorganic hybrid film with recognition function,Journal of Physics D Applied Physics,2025-01-13,10.1088/1361-6463/ad835e,closed in Unpaywall,404 not found,False,closed,,,,
515,Direct Measurement of Carrier Distribution in Perovskite by Scanning Capacitance Microscopy,Journal of Physical Chemistry C,2025-01-09,10.1021/acs.jpcc.4c06178,closed in Unpaywall,404 not found,False,closed,,,,
516,Atomic Layer Deposition of Platinum on the Oxygen-Pretreated Graphene Surface,Journal of Physical Chemistry C,2025-01-09,10.1021/acs.jpcc.4c06422,closed in Unpaywall,404 not found,False,closed,,,,
517,Impact of Tetrakis(dimethylamido)tin(IV) Degradation on Atomic Layer Deposition of Tin Oxide Films and Perovskite Solar Cells,Small,2025-01-08,10.1002/smll.202404966,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202404966,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smll.202404966')
518,Atmospheric pressure spatial atomic layer deposition of p-type CuO thin films from copper(ii) acetylacetonate and ozone for UV detection,Dalton Transactions,2025-01-08,10.1039/d4dt02689f,closed in Unpaywall,404 not found,False,closed,,,,
523,Optical Properties of Hf-Ti-O Films Obtained by Atomic Layer Deposition,International Conference of Young Specialists on Micro Nanotechnologies and Electron Devices Edm,2025-01-01,10.1109/EDM65517.2025.11096808,closed in Unpaywall,404 not found,False,closed,,,,
524,Impact of Pulse Width on Analog Switching Response of ALD-grown HfO2/Ta2O5-based Memristive Device,7th IEEE International Conference on Emerging Electronics Icee 2025,2025-01-01,10.1109/ICEE67165.2025.11409893,closed in Unpaywall,404 not found,False,closed,,,,
526,"Atomic Layer Deposition of Y2O3 Thin Films Using Y(MeCp)2(iPr-nPrAMD) Precursor and H2O, and Their Erosion Resistance in CF4-Based Plasma",Coatings,2025-01-01,10.3390/coatings15010022,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/15/1/22/pdf?version=1735537864,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/15/1/22/pdf?version=1735537864')
527,Investigation of silicon oxide thin film utilizing plasma enhanced atomic layer deposition in ICP etcher,2025 Conference of Science and Technology of Integrated Circuits Cstic 2025,2025-01-01,10.1109/CSTIC64481.2025.11017791,closed in Unpaywall,404 not found,False,closed,,,,
528,Linear VFB Modulation and Interface Improvement in La2O3 Dipole-First Gate Stack via TMA Pre-Treatment Without EOT Deterioration,IEEE Electron Device Letters,2025-01-01,10.1109/LED.2025.3619547,closed in Unpaywall,404 not found,False,closed,,,,
529,A Chemical Route to Monolithic Integration of Crystalline Oxides on Semiconductors,Handbook of Molecular Beam Epitaxy of Oxide Materials in 3 Volumes,2025-01-01,10.1142/9789819807000_0020,closed in Unpaywall,404 not found,False,closed,,,,
530,Application of ALD technique to fabricate protective thin films used in optical filters,Przemysl Chemiczny,2025-01-01,10.15199/62.2025.2.4,closed in Unpaywall,404 not found,False,closed,,,,
531,Deposition of Ru using a metal organic Ru precursor and H2 molecules as a non-oxidative reactant for emerging Ru interconnects,2025 IEEE International Interconnect Technology Conference Iitc 2025,2025-01-01,10.1109/IITC66087.2025.11075432,closed in Unpaywall,404 not found,False,closed,,,,
532,Enabling Next-Generation Metal-Oxide Backplane Technology by Atomic Layer Deposition,Digest of Technical Papers SID International Symposium,2025-01-01,10.1002/sdtp.18072,closed in Unpaywall,404 not found,False,closed,,,,
533,Cyclone-type vaporizer for mass delivery of atomic layer deposition precursors: Simulation and experimental studies,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2025-01-01,10.1116/6.0004013,closed in Unpaywall,404 not found,False,closed,,,,
534,Improvement of leakage and fatigue properties of Hf0.5Zr0.5O2 thin film by embedding ultra-thin Al2O3 interlayer,Journal of Materials Science,2025-01-01,10.1007/s10853-024-10527-5,closed in Unpaywall,404 not found,False,closed,,,,
535,Electrical Analysis of Atomic Layer Deposited Thin HfO2and HfO2/Ta2O5-Based Memristive Devices,IEEE Transactions on Electron Devices,2025-01-01,10.1109/TED.2025.3539256,OA PDF download failed,404 not found,True,green,https://www.research.ed.ac.uk/en/publications/8b160857-49fb-415f-8449-aa636ae3d275,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.research.ed.ac.uk/files/493708691/Manuscript_Accepted.pdf')
536,Efficient Methodology for Increasing Atomic Layer Deposition Throughput by Optimizing Deposition Rate of SiO2 Film,Digest of Technical Papers SID International Symposium,2025-01-01,10.1002/sdtp.18127,closed in Unpaywall,404 not found,False,closed,,,,
537,Stable Synapse Function of Bilayer Stretchable Memristor via Atomic Layer Deposition,IEEE Electron Device Letters,2025-01-01,10.1109/LED.2025.3608862,closed in Unpaywall,404 not found,False,closed,,,,
539,Applications and Technological Advances of Silicon-based Precursors in Advanced Integrated Circuit Manufacturing,Huagong Jinzhan Chemical Industry and Engineering Progress,2025-01-01,10.16085/j.issn.1000-6613.2024-1079,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
541,Experimental Study on Double-Layer ZnO Resistive RAM (ReRAM) by Co-Optimized Sputtering and Low-Temperature ALD Processes,2025 Silicon Nanoelectronics Workshop Snw 2025,2025-01-01,10.23919/SNW65111.2025.11097244,closed in Unpaywall,404 not found,False,closed,,,,
542,ALD-Driven Ultra-Thin ZnO Channels for Flexible Electrolytic Neuromorphic Devices,IEEE Electron Device Letters,2025-01-01,10.1109/LED.2025.3620327,closed in Unpaywall,404 not found,False,closed,,,,
544,Low Temperature HfO2 Interface Engineering in Dual-Gate and Gate-All-Around MoS2 Transistors,IEEE Journal of the Electron Devices Society,2025-01-01,10.1109/JEDS.2025.3600006,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1109/jeds.2025.3600006,failed,,no PDF link found on OA page
545,Chemical and Elecrtrical Charaterization of ALD Cobalt Nitride (CoN) as an Alternative Barrier for Advanced Cu Interconnects,2025 IEEE International Interconnect Technology Conference Iitc 2025,2025-01-01,10.1109/IITC66087.2025.11075438,closed in Unpaywall,404 not found,False,closed,,,,
546,Investigation of surface trap states in GaN: Impact on the optoelectronic properties of the oxide heterointerface,International Conference on Transparent Optical Networks,2025-01-01,10.1109/ICTON67126.2025.11125397,closed in Unpaywall,404 not found,False,closed,,,,
547,Wake-Up Free Hf0.5Zr0.5O2Capacitors with MoOxSeed for Ferroelectric Memory Applications,2025 IEEE International Symposium on Applications of Ferroelectrics Isaf 2025 Proceedings,2025-01-01,10.1109/ISAF61233.2025.11235249,closed in Unpaywall,404 not found,False,closed,,,,
548,Molecular-Layer-Deposited Amino Acid Hybrid Memristor: Bilayer Design Enabling Robust Synaptic Plasticity and Image Recognition,Journal of Physical Chemistry Letters,2025-01-01,10.1021/acs.jpclett.5c02883,closed in Unpaywall,404 not found,False,closed,,,,
549,Chemical mechanism for nucleation enhancement in atomic layer deposition of Pt by surface functionalization,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2025-01-01,10.1116/6.0004143,closed in Unpaywall,404 not found,False,closed,,,,
550,Study on trapezoidal groove transmission gratings for methane detection,Proceedings of SPIE the International Society for Optical Engineering,2025-01-01,10.1117/12.3057407,closed in Unpaywall,404 not found,False,closed,,,,
551,Interface Optimization and Temperature Reliability Estimation of ErxYyO/Si Gate Stacks by ALD-Derived AlN Passivation Layer,IEEE Transactions on Electron Devices,2025-01-01,10.1109/TED.2024.3499948,closed in Unpaywall,404 not found,False,closed,,,,
552,Enhancing Reliability in Ferroelectric ScAlN Non-Volatile Memory With AlO Layer Insertion,IEEE Electron Device Letters,2025-01-01,10.1109/LED.2025.3563098,closed in Unpaywall,404 not found,False,closed,,,,
553,WOx interlayer employed to improve the imprint effect on HfZrO2 ferroelectric capacitors,Proceedings of International Conference on ASIC,2025-01-01,10.1109/ASICON66040.2025.11326331,closed in Unpaywall,404 not found,False,closed,,,,
554,Temperature-Dependent ALD and Quasi-ALE Behavior of Ruthenium Thin Films,2025 IEEE International Interconnect Technology Conference Iitc 2025,2025-01-01,10.1109/IITC66087.2025.11075358,closed in Unpaywall,404 not found,False,closed,,,,
555,Achieving 1-nm-Scale Equivalent Oxide Thickness Top-Gate Dielectric on Monolayer Transition Metal Dichalcogenide Transistors with CMOS-Friendly Approaches,IEEE Transactions on Electron Devices,2025-01-01,10.1109/TED.2024.3466112,closed in Unpaywall,404 not found,False,closed,,,,
556,An Antiferroelectric-Coated Metal Foam Infiltrated with Liquid Metal as a Dielectric Capacitor,Energy Technology,2025-01-01,10.1002/ente.202400956,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.202400956,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.202400956')
557,Functionalization of TiO2 Surfaces with Copper Oxide Nanograins Grown by Atomic Layer Deposition for Enhanced Visible-Light Photocatalysis,Key Engineering Materials,2025-01-01,10.4028/p-3DecpR,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.4028/p-3decpr,failed,,downloaded response was not a PDF
558,Enhancing TCO Performance: Low-Temperature PEALD-Deposited In2O3 Thin Films,2025 IEEE International Interconnect Technology Conference Iitc 2025,2025-01-01,10.1109/IITC66087.2025.11075498,closed in Unpaywall,404 not found,False,closed,,,,
559,Synergistic Passivation of Pyridinium Tetrafluoroborate (PyBF4) in Inverted (CsPbI3)0.05((FAPbI3)1−x(MAPbBr3)x)0.95 Solar Cells with Atomic Layer Deposited NiO Layers,Solar Rrl,2025-01-01,10.1002/solr.202400765,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202400765,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202400765')
560,Theoretical Investigation of SiO2 Atomic Layer Deposition Using Tris(dimethylamino)silane precursor and H2O and H2O2 reactant,2025 IEEE International Interconnect Technology Conference Iitc 2025,2025-01-01,10.1109/IITC66087.2025.11075423,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
561,Improving Atomic Layer Deposition Process of Silicon Oxide (SiO2),Proceedings of the International Spring Seminar on Electronics Technology,2025-01-01,10.1109/ISSE65583.2025.11120989,closed in Unpaywall,404 not found,False,closed,,,,
562,"First Demonstration of Atomic-Interlayer-Tuning Driven by First Principles Calculations and Atomic Layer Deposition Towards High Thermal Stable BEOL IGZO-FETs with SS=62mV/dec, PBTI < 7mV@ 3MV/cm and 353K",Digest of Technical Papers Symposium on VLSI Technology,2025-01-01,10.23919/VLSITechnologyandCir65189.2025.11075061,closed in Unpaywall,404 not found,False,closed,,,,
563,Controllable Preparation of WO3/TiO2 NPs via Vibrating Fluidized Bed Atomic Layer Deposition and Its Photocatalytic Performance,Zhongbei Daxue Xuebao Ziran Kexue Ban Journal of North University of China Natural Science Edition,2025-01-01,10.62756/jnuc.issn.1673-3193.2024.10.0002,closed in Unpaywall,404 not found,False,closed,,,,
564,La in Situ Doping-Engineered HZO Capacitors Achieving High-k (∼56.2) and Ferroelectricity (2Pr ∼43.4 μc/cm2) at 1.5 MV/Cm with 1010 Cycles Endurance,IEEE Electron Device Letters,2025-01-01,10.1109/LED.2025.3587915,closed in Unpaywall,404 not found,False,closed,,,,
565,Sandwich-Structured Lithiophilic Layer with Mixed Ionic–Electronic Conductivity for Lithium Metal Batteries,ACS Energy Letters,2025-01-01,10.1021/acsenergylett.5c02793,closed in Unpaywall,404 not found,False,closed,,,,
567,Optimization of Plasma-Enhanced Atomic Layer Deposition of Cobalt for Interconnects,Asmc Advanced Semiconductor Manufacturing Conference Proceedings,2025-01-01,10.1109/ASMC64512.2025.11010238,closed in Unpaywall,404 not found,False,closed,,,,
571,Atomic-scale passivation strategy for stabilizing tricolor perovskite quantum dots with enhanced photoluminescence,Journal of Information Display,2025-01-01,10.1080/15980316.2025.2492615,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1080/15980316.2025.2492615,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/full/10.1080/15980316.2025.2492615')
572,Sub-10 nm Fully Atomic-Layer-Deposited MFM Stack with Enhanced Reliability: Record-low Ileakage and Record-high EBD in 3 nm Ferroelectric HZO,Technical Digest International Electron Devices Meeting Iedm,2025-01-01,10.1109/IEDM50572.2025.11353745,closed in Unpaywall,404 not found,False,closed,,,,
573,MgGaO Solar-Blind Photodetectors With Ultralow Dark-Current Prepared by Adjusting MgO Cycle Ratio,IEEE Sensors Journal,2025-01-01,10.1109/JSEN.2025.3562810,closed in Unpaywall,404 not found,False,closed,,,,
574,High Endurance Nanoscale TiN Bottom Heater for Phase Change Memory,9th IEEE Electron Devices Technology and Manufacturing Conference Shaping the Future with Innovations in Devices and Manufacturing Edtm 2025,2025-01-01,10.1109/EDTM61175.2025.11040911,closed in Unpaywall,404 not found,False,closed,,,,
575,"Comprehensive Investigation of Bias Stress-Induced Instabilities in Highly Scaled ZnO FeFETs: Impact of Channel Thickness, Channel Length, and Switching Cycles",IEEE Transactions on Electron Devices,2025-01-01,10.1109/TED.2025.3555263,closed in Unpaywall,404 not found,False,closed,,,,
576,Synthesis and characterization of a novel zinc precursor for atomic layer deposition of ZnO thin films,Molecular Crystals and Liquid Crystals,2025-01-01,10.1080/15421406.2025.2494302,closed in Unpaywall,404 not found,False,closed,,,,
577,Atomic Layer Deposition of Hafnium Oxide Passivating Layers on Silicon: Impact of Precursor Selection,Physica Status Solidi Rapid Research Letters,2025-01-01,10.1002/pssr.202400202,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssr.202400202,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pssr.202400202')
578,A Universal Method to Regulate Contact Resistance in Thin Film Transistors,9th IEEE Electron Devices Technology and Manufacturing Conference Shaping the Future with Innovations in Devices and Manufacturing Edtm 2025,2025-01-01,10.1109/EDTM61175.2025.11041378,closed in Unpaywall,404 not found,False,closed,,,,
579,Surface coating modification of iron powder based on atomic layer deposition and its electromagnetic properties,Journal of Physics Conference Series,2025-01-01,10.1088/1742-6596/3068/1/012072,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1088/1742-6596/3068/1/012072,failed,,no PDF link found on OA page
580,Applications of Lasers for Sensing and Free Space Communications - Proceedings Optica Laser Congress 2025,Applications of Lasers for Sensing and Free Space Communications Proceedings Optica Laser Congress 2025,2025-01-01,,missing DOI,,,,,,,
